all_hyps,all_probs,task_id
"
Please choose an appropriate name for the function.

The answer is supposed to be in the",-1.459807343869388,"[14, -5]"
"

Answer: y = 19x^0 - 2x^1

",-1.2815757326693882,"[14, -5]"
"
y = 



It is ANY function that passes through the 5 points",-1.2983252236938774,"[14, -5]"
"
    y = **

The output values appear to follow a pattern of increasing by 1",-1.317865983846939,"[14, -5]"
"
    y = ?

The function describes a parabola. It passes through the point",-1.3452313741918371,"[14, -5]"
"

It looks like the function you are trying to find is a quadratic function.

y",-1.3696737109326533,"[14, -5]"
"

Answer: y = 13x^0 + 3x^1

",-1.3035740801375513,"[14, -5]"
"
    y = 

2. Define x0, the input that results in the output",-1.3093936849387755,"[14, -5]"
"
\end{asterisk}

  Here's a polynomial function that fits the data",-1.3398611751122453,"[14, -5]"
"

(""Couldn't we make it ravenatingly obvious?"" Kirk asked)",-1.4060818746367343,"[14, -5]"
"

y = 5x^0 + 2x^1

Note:",-1.4285963440693878,"[14, -5]"
